institution,code,name,department,province,district,category,longitude,latitude,business_hours,address,phone,department_code,province_code,district_code
GOBIERNO REGIONAL,4091,CENTRO DE SALUD ANDAYMARCA,HUANCAVELICA,TAYACAJA,ANDAYMARCA,I-3,-74.63611,-12.31934,07:00 AM – 07:00 PM,Dirección del EESS,935399138,1287,1287,1287
GOBIERNO REGIONAL,4092,PUESTO DE SALUD CARPAPATA,HUANCAVELICA,TAYACAJA,COLCABAMBA,I-2,-74.74961,-12.38814,07:00 AM – 07:00 PM,Dirección del EESS,935399139,1288,1288,1288
GOBIERNO REGIONAL,4095,PUESTO DE SALUD TOCAS,HUANCAVELICA,TAYACAJA,COLCABAMBA,I-2,-74.653107,-12.443717,07:00 AM – 07:00 PM,Dirección del EESS,935399140,1289,1289,1289
GOBIERNO REGIONAL,4101,PUESTO DE SALUD ALFAPATA,HUANCAVELICA,TAYACAJA,ACOSTAMBO,I-1,-74.98279878,-12.49303846,07:00 AM – 07:00 PM,Dirección del EESS,935399141,1290,1290,1290
GOBIERNO REGIONAL,4103,PUESTO DE SALUD IMPERIAL,HUANCAVELICA,TAYACAJA,ÑAHUIMPUQUIO,I-1,-75.07966316,-12.31590733,07:00 AM – 07:00 PM,Dirección del EESS,935399142,1291,1291,1291
GOBIERNO REGIONAL,4104,CENTRO DE SALUD PAZOS,HUANCAVELICA,TAYACAJA,PAZOS,I-3,-75.06612159,-12.26169726,07:00 AM – 07:00 PM,Dirección del EESS,935399143,1292,1292,1292
GOBIERNO REGIONAL,4109,HUARIBAMBA,HUANCAVELICA,TAYACAJA,HUARIBAMBA,I-3,-74.93462003,-12.27870433,07:00 AM – 07:00 PM,Dirección del EESS,935399144,1293,1293,1293
GOBIERNO REGIONAL,4110,PUESTO DE SALUD ANTA,HUANCAVELICA,TAYACAJA,HUARIBAMBA,I-1,-74.97642494,-12.24456814,07:00 AM – 07:00 PM,Dirección del EESS,935399145,1294,1294,1294
GOBIERNO REGIONAL,4111,CENTRO DE SALUD SANTIAGO DE PICHUS,HUANCAVELICA,TAYACAJA,PICHOS,I-3,-74.93891262,-12.23651947,07:00 AM – 07:00 PM,Dirección del EESS,935399146,1295,1295,1295
GOBIERNO REGIONAL,4113,PUESTO DE SALUD TAPO,HUANCAVELICA,TAYACAJA,HUARIBAMBA,I-1,-74.96356,-12.25969,07:00 AM – 07:00 PM,Dirección del EESS,935399147,1296,1296,1296
GOBIERNO REGIONAL,4114,AYACANCHA,HUANCAVELICA,TAYACAJA,HUARIBAMBA,I-1,-74.9117381,-12.29151737,07:00 AM – 07:00 PM,Dirección del EESS,935399148,1297,1297,1297
GOBIERNO REGIONAL,4115,MOYA,HUANCAVELICA,HUANCAVELICA,MOYA,I-3,-75.15325351,-12.42322885,07:00 AM – 07:00 PM,Dirección del EESS,935399149,1298,1298,1298
GOBIERNO REGIONAL,4116,ISLAYCHUMPI,HUANCAVELICA,HUANCAVELICA,MOYA,I-1,-75.14115336,-12.43573243,07:00 AM – 07:00 PM,Dirección del EESS,935399150,1299,1299,1299
GOBIERNO REGIONAL,4117,HUAYLLAHUARA,HUANCAVELICA,HUANCAVELICA,HUAYLLAHUARA,I-1,-75.17857017,-12.40937596,07:00 AM – 07:00 PM,Dirección del EESS,935399151,1300,1300,1300
GOBIERNO REGIONAL,4118,PILCHACA,HUANCAVELICA,HUANCAVELICA,PILCHACA,I-1,-75.08196546,-12.40099008,07:00 AM – 07:00 PM,Dirección del EESS,935399152,1301,1301,1301
GOBIERNO REGIONAL,4119,VILCA,HUANCAVELICA,HUANCAVELICA,VILCA,I-1,-75.18353132,-12.47720937,07:00 AM – 07:00 PM,Dirección del EESS,935399153,1302,1302,1302
GOBIERNO REGIONAL,4120,CHAQUICOCHA,HUANCAVELICA,HUANCAVELICA,VILCA,I-1,-75.23609196,-12.57282794,07:00 AM – 07:00 PM,Dirección del EESS,935399154,1303,1303,1303
GOBIERNO REGIONAL,4122,SAN ISIDRO DE ACOBAMBA,HUANCAVELICA,TAYACAJA,SAN MARCOS DE ROCCHAC,I-3,-74.86927368,-12.08173782,07:00 AM – 07:00 PM,Dirección del EESS,935399155,1304,1304,1304
GOBIERNO REGIONAL,4123,PUESTO DE SALUD SAN MARCOS DE ROCCHACC,HUANCAVELICA,TAYACAJA,SAN MARCOS DE ROCCHAC,I-1,-74.86296729,-12.09458438,07:00 AM – 07:00 PM,Dirección del EESS,935399156,1305,1305,1305
GOBIERNO REGIONAL,4125,PUESTO DE SALUD CEDROPAMPA,HUANCAVELICA,TAYACAJA,SALCABAMBA,I-2,-74.82201208,-12.13408664,07:00 AM – 07:00 PM,Dirección del EESS,935399157,1306,1306,1306
GOBIERNO REGIONAL,4126,PUESTO DE SALUD SALCAHUASI,HUANCAVELICA,TAYACAJA,SALCAHUASI,I-2,-74.75137747,-12.10262762,07:00 AM – 07:00 PM,Dirección del EESS,935399158,1307,1307,1307
GOBIERNO REGIONAL,4127,PUESTO DE SALUD SAN ANTONIO DE SALCABAMBA,HUANCAVELICA,TAYACAJA,SALCAHUASI,I-1,-74.74810128,-12.07182173,07:00 AM – 07:00 PM,Dirección del EESS,935399159,1308,1308,1308
GOBIERNO REGIONAL,4128,CENTRO DE SALUD SURCUBAMBA,HUANCAVELICA,TAYACAJA,SURCUBAMBA,I-4,-74.63015488,-12.11570251,07:00 AM – 07:00 PM,Dirección del EESS,935399160,1309,1309,1309
GOBIERNO REGIONAL,4129,CENTRO DE SALUD HUACHOCOLPA,HUANCAVELICA,TAYACAJA,HUACHOCOLPA,I-3,-74.59432479,-12.04748789,07:00 AM – 07:00 PM,Dirección del EESS,935399161,1310,1310,1310
GOBIERNO REGIONAL,4131,HOSPITAL SUBREGIONAL DE ANDAHUAYLAS,APURIMAC,ANDAHUAYLAS,ANDAHUAYLAS,II-2,-73.38199121,-13.65777423,07:00 AM – 07:00 PM,Dirección del EESS,935399162,1311,1311,1311
GOBIERNO REGIONAL,4132,ANDARAPA,APURIMAC,ANDAHUAYLAS,ANDARAPA,I-4,-73.36690429,-13.52821493,07:00 AM – 07:00 PM,Dirección del EESS,935399163,1312,1312,1312
GOBIERNO REGIONAL,4133,HUANCAS,APURIMAC,ANDAHUAYLAS,ANDARAPA,I-1,-73.37282392,-13.47578475,07:00 AM – 07:00 PM,Dirección del EESS,935399164,1313,1313,1313
GOBIERNO REGIONAL,4134,HUAMPICA,APURIMAC,ANDAHUAYLAS,ANDARAPA,I-2,-73.43871775,-13.50710392,07:00 AM – 07:00 PM,Dirección del EESS,935399165,1314,1314,1314
GOBIERNO REGIONAL,4135,ILLAHUASI,APURIMAC,ANDAHUAYLAS,ANDARAPA,I-1,-73.34437105,-13.52493691,07:00 AM – 07:00 PM,Dirección del EESS,935399166,1315,1315,1315
GOBIERNO REGIONAL,4136,PUYHUALLA,APURIMAC,ANDAHUAYLAS,ANDARAPA,I-2,-73.34457222,-13.55063826,07:00 AM – 07:00 PM,Dirección del EESS,935399167,1316,1316,1316
GOBIERNO REGIONAL,4137,URIPA,APURIMAC,CHINCHEROS,ANCO HUALLO,I-4,-73.67512169,-13.53189361,07:00 AM – 07:00 PM,Dirección del EESS,935399168,1317,1317,1317
GOBIERNO REGIONAL,4138,TOTORABAMBA,APURIMAC,CHINCHEROS,ANCO HUALLO,I-2,-73.66291794,-13.53926279,07:00 AM – 07:00 PM,Dirección del EESS,935399169,1318,1318,1318
GOBIERNO REGIONAL,4140,HOSPITAL CHINCHEROS,APURIMAC,CHINCHEROS,CHINCHEROS,II-1,-73.71802,-13.51834,07:00 AM – 07:00 PM,Dirección del EESS,935399170,1319,1319,1319
GOBIERNO REGIONAL,4141,CAYARA,APURIMAC,CHINCHEROS,CHINCHEROS,I-2,-73.72304833,-13.563455,07:00 AM – 07:00 PM,Dirección del EESS,935399171,1320,1320,1320
GOBIERNO REGIONAL,4142,COCHARCAS,APURIMAC,CHINCHEROS,COCHARCAS,I-2,-73.73931366,-13.61209216,07:00 AM – 07:00 PM,Dirección del EESS,935399172,1321,1321,1321
GOBIERNO REGIONAL,4143,RANRACANCHA,APURIMAC,CHINCHEROS,RANRACANCHA,I-3,-73.60511005,-13.53214093,07:00 AM – 07:00 PM,Dirección del EESS,935399173,1322,1322,1322
GOBIERNO REGIONAL,4144,URANMARCA,APURIMAC,CHINCHEROS,URANMARCA,I-2,-73.66624637,-13.67160961,07:00 AM – 07:00 PM,Dirección del EESS,935399174,1323,1323,1323
GOBIERNO REGIONAL,4145,HUACCANA,APURIMAC,CHINCHEROS,HUACCANA,I-4,-73.68757833,-13.38791,07:00 AM – 07:00 PM,Dirección del EESS,935399175,1324,1324,1324
GOBIERNO REGIONAL,4146,AHUAYRO,APURIMAC,CHINCHEROS,HUACCANA,I-3,-73.80834333,-13.49687,07:00 AM – 07:00 PM,Dirección del EESS,935399176,1325,1325,1325
GOBIERNO REGIONAL,4150,ONGOY,APURIMAC,CHINCHEROS,ONGOY,I-3,-73.66767667,-13.40386667,07:00 AM – 07:00 PM,Dirección del EESS,935399177,1326,1326,1326
GOBIERNO REGIONAL,4151,HUAMBURQUE,APURIMAC,CHINCHEROS,EL PORVENIR,I-1,-73.59338,-13.3976,07:00 AM – 07:00 PM,Dirección del EESS,935399178,1327,1327,1327
GOBIERNO REGIONAL,4152,ROCCHACC,APURIMAC,CHINCHEROS,ROCCHACC,I-3,-73.59956833,-13.43828667,07:00 AM – 07:00 PM,Dirección del EESS,935399179,1328,1328,1328
GOBIERNO REGIONAL,4153,OCOBAMBA,APURIMAC,CHINCHEROS,OCOBAMBA,I-4,-73.56453675,-13.4812389,07:00 AM – 07:00 PM,Dirección del EESS,935399180,1329,1329,1329
GOBIERNO REGIONAL,4154,CHALLHUANI,APURIMAC,CHINCHEROS,OCOBAMBA,I-3,-73.57366964,-13.4744739,07:00 AM – 07:00 PM,Dirección del EESS,935399181,1330,1330,1330
GOBIERNO REGIONAL,4155,PISCOBAMBA,APURIMAC,CHINCHEROS,OCOBAMBA,I-2,-73.49401205,-13.56094435,07:00 AM – 07:00 PM,Dirección del EESS,935399182,1331,1331,1331
GOBIERNO REGIONAL,4156,CHIARA,APURIMAC,ANDAHUAYLAS,CHIARA,I-2,-73.6624151,-13.86817796,07:00 AM – 07:00 PM,Dirección del EESS,935399183,1332,1332,1332
GOBIERNO REGIONAL,4158,HUANCARAY,APURIMAC,ANDAHUAYLAS,HUANCARAY,I-4,-73.52718272,-13.75907203,07:00 AM – 07:00 PM,Dirección del EESS,935399184,1333,1333,1333
GOBIERNO REGIONAL,4159,MOLLEPATA,APURIMAC,ANDAHUAYLAS,HUANCARAY,I-1,-73.55254656,-13.73339846,07:00 AM – 07:00 PM,Dirección del EESS,935399185,1334,1334,1334
GOBIERNO REGIONAL,4160,SAN ANTONIO DE CACHI,APURIMAC,ANDAHUAYLAS,SAN ANTONIO DE CACHI,I-2,-73.60260374,-13.77298308,07:00 AM – 07:00 PM,Dirección del EESS,935399186,1335,1335,1335
GOBIERNO REGIONAL,4162,CHACCRAMPA,APURIMAC,ANDAHUAYLAS,SAN MIGUEL DE CHACCRAMPA,I-2,-73.60801104,-13.96243527,07:00 AM – 07:00 PM,Dirección del EESS,935399187,1336,1336,1336
GOBIERNO REGIONAL,4163,TURPO,APURIMAC,ANDAHUAYLAS,TURPO,I-3,-73.47484904,-13.7852198,07:00 AM – 07:00 PM,Dirección del EESS,935399188,1337,1337,1337
GOBIERNO REGIONAL,4164,PALLACCOCHA,APURIMAC,ANDAHUAYLAS,TURPO,I-1,-73.49949846,-13.76804916,07:00 AM – 07:00 PM,Dirección del EESS,935399189,1338,1338,1338
GOBIERNO REGIONAL,4165,BELEN DE ANTA,APURIMAC,ANDAHUAYLAS,TURPO,I-1,-73.49359343,-13.79045767,07:00 AM – 07:00 PM,Dirección del EESS,935399190,1339,1339,1339
GOBIERNO REGIONAL,4166,HUAYANA,APURIMAC,ANDAHUAYLAS,HUAYANA,I-2,-73.60907329,-14.05120994,07:00 AM – 07:00 PM,Dirección del EESS,935399191,1340,1340,1340
GOBIERNO REGIONAL,4167,PAMPACHIRI,APURIMAC,ANDAHUAYLAS,PAMPACHIRI,I-4,-73.54697922,-14.18381124,07:00 AM – 07:00 PM,Dirección del EESS,935399192,1341,1341,1341
GOBIERNO REGIONAL,4170,POMACOCHA,APURIMAC,ANDAHUAYLAS,POMACOCHA,I-2,-73.59107383,-14.08373995,07:00 AM – 07:00 PM,Dirección del EESS,935399193,1342,1342,1342
GOBIERNO REGIONAL,4171,UMAMARCA,APURIMAC,ANDAHUAYLAS,TUMAY HUARACA,I-3,-73.56625732,-14.0511904,07:00 AM – 07:00 PM,Dirección del EESS,935399194,1343,1343,1343
GOBIERNO REGIONAL,4172,HUANCABAMBA,APURIMAC,ANDAHUAYLAS,JOSE MARIA ARGUEDAS,I-4,-73.34873166,-13.73505684,07:00 AM – 07:00 PM,Dirección del EESS,935399195,1344,1344,1344
GOBIERNO REGIONAL,4173,HUINCHOS,APURIMAC,ANDAHUAYLAS,ANDAHUAYLAS,I-2,-73.34912504,-13.71201554,07:00 AM – 07:00 PM,Dirección del EESS,935399196,1345,1345,1345
GOBIERNO REGIONAL,4174,SACCLAYA,APURIMAC,ANDAHUAYLAS,JOSE MARIA ARGUEDAS,I-2,-73.3697901,-13.76751773,07:00 AM – 07:00 PM,Dirección del EESS,935399197,1346,1346,1346
GOBIERNO REGIONAL,4175,CCEÑUARAN,APURIMAC,ANDAHUAYLAS,ANDAHUAYLAS,I-1,-73.39167241,-13.8045671,07:00 AM – 07:00 PM,Dirección del EESS,935399198,1347,1347,1347
GOBIERNO REGIONAL,4176,SOCCÑACANCHA,APURIMAC,ANDAHUAYLAS,ANDAHUAYLAS,I-1,-73.41734144,-13.74120566,07:00 AM – 07:00 PM,Dirección del EESS,935399199,1348,1348,1348
GOBIERNO REGIONAL,4177,SAN JERONIMO,APURIMAC,ANDAHUAYLAS,SAN JERONIMO,I-4,-73.36305734,-13.6523968,07:00 AM – 07:00 PM,Dirección del EESS,935399200,1349,1349,1349
GOBIERNO REGIONAL,4178,ANCATIRA,APURIMAC,ANDAHUAYLAS,SAN JERONIMO,I-2,-73.28752,-13.67099,07:00 AM – 07:00 PM,Dirección del EESS,935399201,1350,1350,1350
GOBIERNO REGIONAL,4181,LLIUPAPUQUIO,APURIMAC,ANDAHUAYLAS,SAN JERONIMO,I-3,-73.30516,-13.67048,07:00 AM – 07:00 PM,Dirección del EESS,935399202,1351,1351,1351
GOBIERNO REGIONAL,4182,POLTOCCSA,APURIMAC,ANDAHUAYLAS,SAN JERONIMO,I-1,-73.33412,-13.65255,07:00 AM – 07:00 PM,Dirección del EESS,935399203,1352,1352,1352
GOBIERNO REGIONAL,4183,KISHUARA,APURIMAC,ANDAHUAYLAS,KISHUARA,I-4,-73.12014529,-13.69086623,07:00 AM – 07:00 PM,Dirección del EESS,935399204,1353,1353,1353
GOBIERNO REGIONAL,4185,MATAPUQUIO,APURIMAC,ANDAHUAYLAS,KISHUARA,I-2,-73.16117905,-13.60739578,07:00 AM – 07:00 PM,Dirección del EESS,935399205,1354,1354,1354
GOBIERNO REGIONAL,4187,PUESTO DE SALUD COLPA,APURIMAC,ANDAHUAYLAS,KISHUARA,I-2,-73.15904514,-13.56333543,07:00 AM – 07:00 PM,Dirección del EESS,935399206,1355,1355,1355
GOBIERNO REGIONAL,4188,KAQUIABAMBA,APURIMAC,ANDAHUAYLAS,KAQUIABAMBA,I-3,-73.28787696,-13.53297229,07:00 AM – 07:00 PM,Dirección del EESS,935399207,1356,1356,1356
GOBIERNO REGIONAL,4189,PACUCHA,APURIMAC,ANDAHUAYLAS,PACUCHA,I-4,-73.34093778,-13.60911902,07:00 AM – 07:00 PM,Dirección del EESS,935399208,1357,1357,1357
GOBIERNO REGIONAL,4190,PUCULLOCCOCHA,APURIMAC,ANDAHUAYLAS,PACUCHA,I-1,-73.3673756,-13.5804899,07:00 AM – 07:00 PM,Dirección del EESS,935399209,1358,1358,1358
GOBIERNO REGIONAL,4191,COTAHUACHO,APURIMAC,ANDAHUAYLAS,PACUCHA,I-2,-73.26589767,-13.59080393,07:00 AM – 07:00 PM,Dirección del EESS,935399210,1359,1359,1359
GOBIERNO REGIONAL,4192,ARGAMA,APURIMAC,ANDAHUAYLAS,PACUCHA,I-2,-73.25455792,-13.62810465,07:00 AM – 07:00 PM,Dirección del EESS,935399211,1360,1360,1360
GOBIERNO REGIONAL,4193,CHURRUBAMBA,APURIMAC,ANDAHUAYLAS,PACUCHA,I-2,-73.3676938,-13.60821158,07:00 AM – 07:00 PM,Dirección del EESS,935399212,1361,1361,1361
GOBIERNO REGIONAL,4194,CHOCCEPUQUIO,APURIMAC,ANDAHUAYLAS,ANDAHUAYLAS,I-2,-73.40773527,-13.67040863,07:00 AM – 07:00 PM,Dirección del EESS,935399213,1362,1362,1362
GOBIERNO REGIONAL,4195,TALAVERA,APURIMAC,ANDAHUAYLAS,TALAVERA,I-4,-73.42997622,-13.65920002,07:00 AM – 07:00 PM,Dirección del EESS,935399214,1363,1363,1363
GOBIERNO REGIONAL,4198,PAMPAMARCA,APURIMAC,ANDAHUAYLAS,TALAVERA,I-2,-73.46068803,-13.7060298,07:00 AM – 07:00 PM,Dirección del EESS,935399215,1364,1364,1364
GOBIERNO REGIONAL,4199,LLANTUYHUANCA,APURIMAC,ANDAHUAYLAS,TALAVERA,I-1,-73.41736704,-13.64191307,07:00 AM – 07:00 PM,Dirección del EESS,935399216,1365,1365,1365
GOBIERNO REGIONAL,4201,SACHAPUNA,APURIMAC,CHINCHEROS,OCOBAMBA,I-1,-73.47911206,-13.58892583,07:00 AM – 07:00 PM,Dirección del EESS,935399217,1366,1366,1366
GOBIERNO REGIONAL,4202,CHICMO,APURIMAC,ANDAHUAYLAS,SANTA MARIA DE CHICMO,I-4,-73.49410174,-13.65727131,07:00 AM – 07:00 PM,Dirección del EESS,935399218,1367,1367,1367
GOBIERNO REGIONAL,4203,CASCABAMBA,APURIMAC,ANDAHUAYLAS,SANTA MARIA DE CHICMO,I-2,-73.58925131,-13.70142627,07:00 AM – 07:00 PM,Dirección del EESS,935399219,1368,1368,1368
GOBIERNO REGIONAL,4204,NUEVA ESPERANZA,APURIMAC,ANDAHUAYLAS,SANTA MARIA DE CHICMO,I-3,-73.53023975,-13.65221663,07:00 AM – 07:00 PM,Dirección del EESS,935399220,1369,1369,1369
GOBIERNO REGIONAL,4205,PUESTO DE SALUD TARAMBA,APURIMAC,ANDAHUAYLAS,SANTA MARIA DE CHICMO,I-1,-73.49924985,-13.6478326,07:00 AM – 07:00 PM,Dirección del EESS,935399221,1370,1370,1370
GOBIERNO REGIONAL,4206,HUANCANE,APURIMAC,CHINCHEROS,URANMARCA,I-2,-73.63101969,-13.70140596,07:00 AM – 07:00 PM,Dirección del EESS,935399222,1371,1371,1371
GOBIERNO REGIONAL,4207,TANQUIYAURECC,APURIMAC,ANDAHUAYLAS,SAN ANTONIO DE CACHI,I-1,-73.68386826,-13.84589356,07:00 AM – 07:00 PM,Dirección del EESS,935399223,1372,1372,1372
GOBIERNO REGIONAL,4208,PORVENIR,APURIMAC,CHINCHEROS,EL PORVENIR,I-2,-73.569525,-13.40049167,07:00 AM – 07:00 PM,Dirección del EESS,935399224,1373,1373,1373
GOBIERNO REGIONAL,4209,HUARIBAMBA,APURIMAC,CHINCHEROS,RANRACANCHA,I-2,-73.57328817,-13.53177957,07:00 AM – 07:00 PM,Dirección del EESS,935399225,1374,1374,1374
GOBIERNO REGIONAL,4210,GRAL. JAEN,CAJAMARCA,JAEN,JAEN,II-1,-78.80471119,-5.70621441,07:00 AM – 07:00 PM,Dirección del EESS,935399226,1375,1375,1375
GOBIERNO REGIONAL,4211,MORRO SOLAR,CAJAMARCA,JAEN,JAEN,I-4,-78.81192,-5.7106,07:00 AM – 07:00 PM,Dirección del EESS,935399227,1376,1376,1376
GOBIERNO REGIONAL,4212,MAGLLANAL,CAJAMARCA,JAEN,JAEN,I-3,-78.81726576,-5.70764748,07:00 AM – 07:00 PM,Dirección del EESS,935399228,1377,1377,1377
GOBIERNO REGIONAL,4213,FILA ALTA,CAJAMARCA,JAEN,JAEN,I-3,-78.791643,-5.739184,07:00 AM – 07:00 PM,Dirección del EESS,935399229,1378,1378,1378
GOBIERNO REGIONAL,4219,CHAMBAMONTERA,CAJAMARCA,JAEN,JAEN,I-3,-78.91296213,-5.8540514,07:00 AM – 07:00 PM,Dirección del EESS,935399230,1379,1379,1379
GOBIERNO REGIONAL,4223,SAN JAVIER BELLAVISTA,CAJAMARCA,JAEN,BELLAVISTA,II-1,-78.67719224,-5.66344342,07:00 AM – 07:00 PM,Dirección del EESS,935399231,1380,1380,1380
GOBIERNO REGIONAL,4224,CRUCE SHUMBA,CAJAMARCA,JAEN,BELLAVISTA,I-3,-78.80645,-5.55487,07:00 AM – 07:00 PM,Dirección del EESS,935399232,1381,1381,1381
GOBIERNO REGIONAL,4225,AMBATO TAMBORAPA,CAJAMARCA,JAEN,BELLAVISTA,I-3,-78.83384,-5.44937,07:00 AM – 07:00 PM,Dirección del EESS,935399233,1382,1382,1382
GOBIERNO REGIONAL,4232,CHONTALI,CAJAMARCA,JAEN,CHONTALI,I-3,-79.08561993,-5.64493209,07:00 AM – 07:00 PM,Dirección del EESS,935399234,1383,1383,1383
GOBIERNO REGIONAL,4236,COLASAY,CAJAMARCA,JAEN,COLASAY,I-3,-79.068615,-5.978861,07:00 AM – 07:00 PM,Dirección del EESS,935399235,1384,1384,1384
GOBIERNO REGIONAL,4237,CHUNCHUQUILLO,CAJAMARCA,JAEN,COLASAY,I-3,-79.00122,-5.85323,07:00 AM – 07:00 PM,Dirección del EESS,935399236,1385,1385,1385
GOBIERNO REGIONAL,4241,HUABAL,CAJAMARCA,JAEN,HUABAL,I-3,-78.89963505,-5.61213259,07:00 AM – 07:00 PM,Dirección del EESS,935399237,1386,1386,1386
GOBIERNO REGIONAL,4247,POMAHUACA,CAJAMARCA,JAEN,POMAHUACA,I-3,-79.22992643,-5.93083004,07:00 AM – 07:00 PM,Dirección del EESS,935399238,1387,1387,1387
GOBIERNO REGIONAL,4249,PUCARA,CAJAMARCA,JAEN,PUCARA,I-4,-79.13071,-6.03938,07:00 AM – 07:00 PM,Dirección del EESS,935399239,1388,1388,1388
GOBIERNO REGIONAL,4250,SALLIQUE,CAJAMARCA,JAEN,SALLIQUE,I-3,-79.31577965,-5.65620348,07:00 AM – 07:00 PM,Dirección del EESS,935399240,1389,1389,1389
GOBIERNO REGIONAL,4254,SAN FELIPE,CAJAMARCA,JAEN,SAN FELIPE,I-3,-79.31283463,-5.77025781,07:00 AM – 07:00 PM,Dirección del EESS,935399241,1390,1390,1390
GOBIERNO REGIONAL,4256,COCHALAN,CAJAMARCA,JAEN,SAN JOSE DEL ALTO,I-3,-78.98938351,-5.46822557,07:00 AM – 07:00 PM,Dirección del EESS,935399242,1391,1391,1391
GOBIERNO REGIONAL,4261,SANTA ROSA,CAJAMARCA,JAEN,SANTA ROSA,I-3,-78.56804999,-5.43163285,07:00 AM – 07:00 PM,Dirección del EESS,935399243,1392,1392,1392
GOBIERNO REGIONAL,4262,PUENTECILLOS,CAJAMARCA,JAEN,SANTA ROSA,I-3,-78.58698,-5.41009,07:00 AM – 07:00 PM,Dirección del EESS,935399244,1393,1393,1393
GOBIERNO REGIONAL,4267,SAN IGNACIO,CAJAMARCA,SAN IGNACIO,SAN IGNACIO,I-4,-79.003002,-5.14467,07:00 AM – 07:00 PM,Dirección del EESS,935399245,1394,1394,1394
GOBIERNO REGIONAL,4274,CHIRINOS,CAJAMARCA,SAN IGNACIO,CHIRINOS,I-3,-78.90172426,-5.30277342,07:00 AM – 07:00 PM,Dirección del EESS,935399246,1395,1395,1395
GOBIERNO REGIONAL,4276,SAN PEDRO DE PERICO,CAJAMARCA,SAN IGNACIO,CHIRINOS,I-3,-78.79733167,-5.33705667,07:00 AM – 07:00 PM,Dirección del EESS,935399247,1396,1396,1396
GOBIERNO REGIONAL,4278,LAS PIRIAS,CAJAMARCA,SAN IGNACIO,CHIRINOS,I-3,-78.94677667,-5.24256,07:00 AM – 07:00 PM,Dirección del EESS,935399248,1397,1397,1397
GOBIERNO REGIONAL,4279,HUARANGO,CAJAMARCA,SAN IGNACIO,HUARANGO,I-3,-78.77467645,-5.27066766,07:00 AM – 07:00 PM,Dirección del EESS,935399249,1398,1398,1398
GOBIERNO REGIONAL,4280,PUERTO CIRUELO,CAJAMARCA,SAN IGNACIO,HUARANGO,I-3,-78.80523,-5.28629,07:00 AM – 07:00 PM,Dirección del EESS,935399250,1399,1399,1399
GOBIERNO REGIONAL,4284,EL PORVENIR DE HUARANGO,CAJAMARCA,SAN IGNACIO,HUARANGO,I-3,-78.75058,-5.16398,07:00 AM – 07:00 PM,Dirección del EESS,935399251,1400,1400,1400
GOBIERNO REGIONAL,4287,SUPAYACU,CAJAMARCA,SAN IGNACIO,HUARANGO,I-2,-78.7752476,-5.2714643,07:00 AM – 07:00 PM,Dirección del EESS,935399252,1401,1401,1401
GOBIERNO REGIONAL,4288,LA COIPA,CAJAMARCA,SAN IGNACIO,LA COIPA,I-3,-78.90515243,-5.39327083,07:00 AM – 07:00 PM,Dirección del EESS,935399253,1402,1402,1402
GOBIERNO REGIONAL,4290,RUMIPITE,CAJAMARCA,SAN IGNACIO,LA COIPA,I-3,-78.97517,-5.38766,07:00 AM – 07:00 PM,Dirección del EESS,935399254,1403,1403,1403
GOBIERNO REGIONAL,4292,EL REJO,CAJAMARCA,SAN IGNACIO,LA COIPA,I-1,-78.9893,-5.43024,07:00 AM – 07:00 PM,Dirección del EESS,935399255,1404,1404,1404
GOBIERNO REGIONAL,4296,NAMBALLE,CAJAMARCA,SAN IGNACIO,NAMBALLE,I-3,-79.08876268,-5.00110561,07:00 AM – 07:00 PM,Dirección del EESS,935399256,1405,1405,1405
GOBIERNO REGIONAL,4297,LA BALSA,CAJAMARCA,SAN IGNACIO,NAMBALLE,I-2,-79.11933333,-4.97764122,07:00 AM – 07:00 PM,Dirección del EESS,935399257,1406,1406,1406
GOBIERNO REGIONAL,4300,SAN JOSE DE LOURDES,CAJAMARCA,SAN IGNACIO,SAN JOSE DE LOURDES,I-3,-78.91385187,-5.10553994,07:00 AM – 07:00 PM,Dirección del EESS,935399258,1407,1407,1407
GOBIERNO REGIONAL,4303,HUARANGUILLO,CAJAMARCA,SAN IGNACIO,SAN JOSE DE LOURDES,I-3,-78.86418011,-5.20145386,07:00 AM – 07:00 PM,Dirección del EESS,935399259,1408,1408,1408
GOBIERNO REGIONAL,4304,NARANJOS,CAJAMARCA,SAN IGNACIO,SAN JOSE DE LOURDES,I-2,-78.77858667,-5.00630833,07:00 AM – 07:00 PM,Dirección del EESS,935399260,1409,1409,1409
GOBIERNO REGIONAL,4309,CALABOZO,CAJAMARCA,SAN IGNACIO,SAN JOSE DE LOURDES,I-2,-78.73526,-4.86019,07:00 AM – 07:00 PM,Dirección del EESS,935399261,1410,1410,1410
GOBIERNO REGIONAL,4311,CENTRO DE SALUD TAMBORAPA PUEBLO,CAJAMARCA,SAN IGNACIO,TABACONAS,I-3,-79.15838419,-5.29116357,07:00 AM – 07:00 PM,Dirección del EESS,935399262,1411,1411,1411
GOBIERNO REGIONAL,4312,PUESTO DE SALUD TABACONAS,CAJAMARCA,SAN IGNACIO,TABACONAS,I-2,-79.28305954,-5.31636261,07:00 AM – 07:00 PM,Dirección del EESS,935399263,1412,1412,1412
GOBIERNO REGIONAL,4313,PANCHIA,CAJAMARCA,SAN IGNACIO,TABACONAS,I-3,-79.1166975,-5.34819815,07:00 AM – 07:00 PM,Dirección del EESS,935399264,1413,1413,1413
